route_id,trip_id,stop_id,arrival_time,departure_time,shape_dist_traveled,stop_headsign,stop_name,stop_lat,stop_lon
14C,8233ac05-5e02-4d79-8627-958dcb08ce6f,BUS289,18:22:17,18:22:17,1977.98,to Tower Acres and Physics,Jischke Dr & 3rd St (SE Corner): BUS289,40.4272102074152,-86.9219798995244
14C,8233ac05-5e02-4d79-8627-958dcb08ce6f,BUS362,18:23:03,18:23:03,2186.24,to Tower Acres and Physics,Wiley Dining/RSC on Jischke Dr: BUS362,40.4290434973862,-86.921574885939
14C,8233ac05-5e02-4d79-8627-958dcb08ce6f,5419,18:17:11,18:17:11,593.64,to Tower Acres and Physics,Airport Rd & Harrison St (NW corner),40.4215152208192,-86.9304708090822
14C,5982745d-456f-4cc0-9122-ad3388e17a76,BUS472N,21:55:02,21:55:02,2780.15,to Tower Acres and Physics,Tower Dr & Hilltop Dr (NE Corner): BUS472N,40.4332773645685,-86.9231989635944
14C,f9fb0808-d495-472e-86ac-1fa3317c11ec,BUS509SE,23:24:31,23:24:31,2613.28,to Tower Acres and Physics,Jischke Dr & Tower Dr (SE Corner): BUS509SE,40.4328844209244,-86.9214300466436
14C,5982745d-456f-4cc0-9122-ad3388e17a76,BUS201,21:54:00,21:54:00,2442.37,to Tower Acres and Physics,Jischke Dr & Stadium Ave (SE Corner): BUS201,40.4313482349232,-86.9215291144598
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS562S,20:58:26,20:58:26,3838.39,to Tower Acres and Physics,Theta Chi on Tower Dr: BUS562S,40.4331875105612,-86.9259388402664
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS472S,20:59:16,20:59:16,4082.35,to Tower Acres and Physics,Tower Dr & Hilltop Dr (SE Corner): BUS472S,40.4331915338749,-86.92314800162
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS509SW,20:59:42,20:59:42,4208.78,to Tower Acres and Physics,Tower Dr & Jischke Dr (SW Corner): BUS509SW,40.4329756160364,-86.9216929031427
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS190,21:02:11,21:02:11,4929.87,to Tower Acres and Physics,Armstrong Hall on Stadium Ave (@Shelter): BUS190,40.431280459838,-86.9153011986793
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS557,21:03:00,21:03:00,5163.09,to Tower Acres and Physics,Physics Building: BUS557,40.430362,-86.913149
14C,be783359-9024-41d1-8f2f-45455c718785,BUS557,23:03:00,23:03:00,0.0,to Airport and AvTech,Physics Building: BUS557,40.430362,-86.913149
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS554W,20:57:25,20:57:25,3543.92,to Tower Acres and Physics,Alpha Chi on David Ross Rd: BUS554W,40.4344240089908,-86.9257041469636
14C,be783359-9024-41d1-8f2f-45455c718785,BUS538,23:03:49,23:03:49,249.48,to Airport and AvTech,Electrical Engineering (at Shelter): BUS538,40.428627,-86.911277
14C,be783359-9024-41d1-8f2f-45455c718785,BUS547,23:08:27,23:08:27,1508.72,to Airport and AvTech,Mitch Daniels Blv & Russell St (NE Corner): BUS547,40.424234,-86.918942
14C,be783359-9024-41d1-8f2f-45455c718785,BUS899,23:09:50,23:09:50,1848.01,to Airport and AvTech,Morgan & Jischke Dr (SW Corner): BUS899,40.4234215869559,-86.9217934859868
14C,be783359-9024-41d1-8f2f-45455c718785,BUS900,23:11:00,23:11:00,2131.91,to Airport and AvTech,Discovery Learning Center:  BUS900,40.4208681994858,-86.9219094887933
14C,be783359-9024-41d1-8f2f-45455c718785,BUS146,23:15:00,23:15:00,3381.61,to Airport and AvTech,Aviation Technology Bldg: BUS146,40.4165685425144,-86.9298910754854
14C,736db6c2-07b4-4e68-9085-c7cdcc722dae,BUS557,19:33:00,19:33:00,0.0,to Airport and AvTech,Physics Building: BUS557,40.430362,-86.913149
14C,736db6c2-07b4-4e68-9085-c7cdcc722dae,BUS538,19:33:49,19:33:49,249.48,to Airport and AvTech,Electrical Engineering (at Shelter): BUS538,40.428627,-86.911277
14C,be783359-9024-41d1-8f2f-45455c718785,BUS271,23:06:00,23:06:00,909.44,to Airport and AvTech,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS553,20:57:00,20:57:00,3419.97,to Tower Acres and Physics,Circle Pines on David Ross Rd (NW Corner): BUS553,40.4353386423194,-86.9249517872901
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS554E,20:56:34,20:56:34,3283.28,to Tower Acres and Physics,Alpha Chi on David Ross Rd: BUS554E,40.4343180617284,-86.9256786659764
14C,08f6402a-6f90-412d-b340-653537a8ab9e,BUS562N,20:55:49,20:55:49,3036.67,to Tower Acres and Physics,Theta Chi on Tower Dr: BUS562N,40.4332438369539,-86.9261467114774
14C,19e13f35-4784-4716-9acd-e7809237a3bf,BUS271,22:36:00,22:36:00,909.44,to Airport and AvTech,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
14C,19e13f35-4784-4716-9acd-e7809237a3bf,BUS547,22:38:27,22:38:27,1508.72,to Airport and AvTech,Mitch Daniels Blv & Russell St (NE Corner): BUS547,40.424234,-86.918942
