route_id,trip_id,stop_id,arrival_time,departure_time,shape_dist_traveled,stop_headsign,stop_name,stop_lat,stop_lon
15C,e9e3560d-88b7-43be-b5f0-b328541311f7,BUS213S,07:19:34,07:19:34,1032.5,to Campus and PMU,Steven Beering Dr & Tower Dr (SW of): BUS213S,40.432584,-86.919271
15C,5b004421-92e1-407a-8917-f44033229e92,BUS472N,07:20:17,07:20:17,1950.84,to Tower Acres,Tower Dr & Hilltop Dr (NE Corner): BUS472N,40.4332773645685,-86.9231989635944
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS389,07:21:08,07:21:08,593.95,to Tower Acres,Beering Hall on University St (@Shelter): BUS389,40.4259026304426,-86.9166141400703
15C,e9e3560d-88b7-43be-b5f0-b328541311f7,BUS190,07:21:10,07:21:10,1499.02,to Campus and PMU,Armstrong Hall on Stadium Ave (@Shelter): BUS190,40.431280459838,-86.9153011986793
15C,5b004421-92e1-407a-8917-f44033229e92,BUS562N,07:21:39,07:21:39,2208.31,to Tower Acres,Theta Chi on Tower Dr: BUS562N,40.4332438369539,-86.9261467114774
15C,e9e3560d-88b7-43be-b5f0-b328541311f7,BUS557,07:22:00,07:22:00,1736.1,to Campus and PMU,Physics Building: BUS557,40.430362,-86.913149
15C,5b004421-92e1-407a-8917-f44033229e92,BUS554E,07:22:59,07:22:59,2461.07,to Tower Acres,Alpha Chi on David Ross Rd: BUS554E,40.4343180617284,-86.9256786659764
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS490SE,07:23:02,07:23:02,957.12,to Tower Acres,N University St & 5th St at PUSH: BUS490SE,40.429170902322,-86.916608775652
15C,e9e3560d-88b7-43be-b5f0-b328541311f7,BUS538,07:23:05,07:23:05,1985.58,to Campus and PMU,Electrical Engineering (at Shelter): BUS538,40.428627,-86.911277
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS553,07:24:00,07:24:00,0.0,to Campus and PMU,Circle Pines on David Ross Rd (NW Corner): BUS553,40.4353386423194,-86.9249517872901
15C,5b004421-92e1-407a-8917-f44033229e92,BUS553,07:24:00,07:24:00,2653.46,to Tower Acres,Circle Pines on David Ross Rd (NW Corner): BUS553,40.4353386423194,-86.9249517872901
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS554W,07:24:25,07:24:25,125.29,to Campus and PMU,Alpha Chi on David Ross Rd: BUS554W,40.4344240089908,-86.9257041469636
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS562S,07:25:27,07:25:27,420.39,to Campus and PMU,Theta Chi on Tower Dr: BUS562S,40.4331875105612,-86.9259388402664
15C,cf7e0e7e-5d75-440d-8f0b-e0bb925d8e66,BUS271,07:26:00,07:26:00,0.0,to Tower Acres,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
15C,e9e3560d-88b7-43be-b5f0-b328541311f7,BUS271,07:26:00,07:26:00,2648.53,to Campus and PMU,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS413,07:26:02,07:26:02,1524.9,to Tower Acres,Ford Hall on Stadium Ave (North Side): BUS413,40.4315056427484,-86.9203287019515
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS472S,07:26:17,07:26:17,663.77,to Campus and PMU,Tower Dr & Hilltop Dr (SE Corner): BUS472S,40.4331915338749,-86.92314800162
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS509SW,07:26:43,07:26:43,790.18,to Campus and PMU,Tower Dr & Jischke Dr (SW Corner): BUS509SW,40.4329756160364,-86.9216929031427
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS509SE,07:27:24,07:27:24,1783.22,to Tower Acres,Jischke Dr & Tower Dr (SE Corner): BUS509SE,40.4328844209244,-86.9214300466436
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS213S,07:27:34,07:27:34,1032.5,to Campus and PMU,Steven Beering Dr & Tower Dr (SW of): BUS213S,40.432584,-86.919271
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS472N,07:28:17,07:28:17,1950.84,to Tower Acres,Tower Dr & Hilltop Dr (NE Corner): BUS472N,40.4332773645685,-86.9231989635944
15C,cf7e0e7e-5d75-440d-8f0b-e0bb925d8e66,BUS389,07:29:08,07:29:08,593.95,to Tower Acres,Beering Hall on University St (@Shelter): BUS389,40.4259026304426,-86.9166141400703
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS190,07:29:10,07:29:10,1499.02,to Campus and PMU,Armstrong Hall on Stadium Ave (@Shelter): BUS190,40.431280459838,-86.9153011986793
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS562N,07:29:39,07:29:39,2208.31,to Tower Acres,Theta Chi on Tower Dr: BUS562N,40.4332438369539,-86.9261467114774
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS557,07:30:00,07:30:00,1736.1,to Campus and PMU,Physics Building: BUS557,40.430362,-86.913149
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS554E,07:30:59,07:30:59,2461.07,to Tower Acres,Alpha Chi on David Ross Rd: BUS554E,40.4343180617284,-86.9256786659764
15C,cf7e0e7e-5d75-440d-8f0b-e0bb925d8e66,BUS490SE,07:31:02,07:31:02,957.12,to Tower Acres,N University St & 5th St at PUSH: BUS490SE,40.429170902322,-86.916608775652
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS538,07:31:05,07:31:05,1985.58,to Campus and PMU,Electrical Engineering (at Shelter): BUS538,40.428627,-86.911277
15C,06151306-f55b-43db-8d69-e8e2c53d2152,BUS553,07:32:00,07:32:00,0.0,to Campus and PMU,Circle Pines on David Ross Rd (NW Corner): BUS553,40.4353386423194,-86.9249517872901
15C,e9c9cb19-6397-4af7-a5e2-6dd9e97bd6a3,BUS553,07:32:00,07:32:00,2653.46,to Tower Acres,Circle Pines on David Ross Rd (NW Corner): BUS553,40.4353386423194,-86.9249517872901
15C,06151306-f55b-43db-8d69-e8e2c53d2152,BUS554W,07:32:25,07:32:25,125.29,to Campus and PMU,Alpha Chi on David Ross Rd: BUS554W,40.4344240089908,-86.9257041469636
15C,06151306-f55b-43db-8d69-e8e2c53d2152,BUS562S,07:33:27,07:33:27,420.39,to Campus and PMU,Theta Chi on Tower Dr: BUS562S,40.4331875105612,-86.9259388402664
15C,6ad0a18d-8a23-4c42-83d1-6872b05e70eb,BUS271,07:34:00,07:34:00,2648.53,to Campus and PMU,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
15C,a4c7b2b5-a13d-4799-8546-c2d66d2a43de,BUS271,07:34:00,07:34:00,0.0,to Tower Acres,Purdue Memorial Union (PMU) on MD Blvd: BUS271,40.4241243257597,-86.9118599243081
15C,cf7e0e7e-5d75-440d-8f0b-e0bb925d8e66,BUS413,07:34:02,07:34:02,1524.9,to Tower Acres,Ford Hall on Stadium Ave (North Side): BUS413,40.4315056427484,-86.9203287019515
15C,06151306-f55b-43db-8d69-e8e2c53d2152,BUS472S,07:34:17,07:34:17,663.77,to Campus and PMU,Tower Dr & Hilltop Dr (SE Corner): BUS472S,40.4331915338749,-86.92314800162
15C,06151306-f55b-43db-8d69-e8e2c53d2152,BUS509SW,07:34:43,07:34:43,790.18,to Campus and PMU,Tower Dr & Jischke Dr (SW Corner): BUS509SW,40.4329756160364,-86.9216929031427
15C,cf7e0e7e-5d75-440d-8f0b-e0bb925d8e66,BUS509SE,07:35:24,07:35:24,1783.22,to Tower Acres,Jischke Dr & Tower Dr (SE Corner): BUS509SE,40.4328844209244,-86.9214300466436
