route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a422b002-2cad-4845-b45d-821011717b70,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,cc0fec69-0154-4588-87d8-574fdb23a6e2,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1438fa80-5160-4754-b1f2-a5f038c078d2,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,b6b92a39-0e99-46c2-abdc-88988c367a6a,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,048b401e-54df-40f2-a5dd-c31458597558,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,0b248a6a-96f9-4a85-a87f-6deda47b624f,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,aceddec3-93b2-4f69-b614-eb85fc84fbdf,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,ffb7d265-7ea7-4887-b695-28dda3f58c16,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,cf5a6592-f97b-48fb-810d-f2e4101d36eb,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,f7155ac9-d8ac-4fb2-a0f9-b2a28a865074,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1ad07fe7-5989-4c75-8695-69263619d3ed,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,40541163-df44-438c-b1c6-e3c045dad5f7,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,67a58268-14c8-4c1c-b71e-6a41397906ea,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,4a83b9bc-57f9-4d79-99f6-fba7766c7554,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,f73b393e-32ab-4c88-b044-85492045d30f,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8ca8194b-69b8-4584-85c8-4d4be3550cf9,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,3d8aabab-37e7-4e7f-a0c9-58821df9677d,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,4f066263-cca6-4c2b-abc0-5c4c527fa84e,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,379620f1-d615-41ea-8495-de2f6e57afe3,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8427242c-f1bf-413d-81c7-3481499f1a63,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,621b9108-1242-4692-b8f8-57be367cbc9b,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a31b1123-d145-43f8-b29d-f4f6b5317d6a,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,72e1cf55-86fa-4470-a156-a7d378748f40,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1cfd02a5-2526-4bfb-9ee0-894944938161,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a6003469-9cd7-4e9e-a6d0-82c66e30e0c0,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,407d5a28-0f35-46c3-94de-db007b8057a0,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,04078506-38fc-4403-8003-467403cd13cd,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,03f75118-e4e9-4f26-bbef-412181e2d176,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,34842699-b30a-4184-b319-a7be60e98a73,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a7a80db3-0878-442e-80bb-5eed15d62b9a,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,65697d28-fd3d-41cf-8af4-bf5c7a939f70,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,d8b97403-8b3e-42df-80c1-b01d07516ebb,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,528b99bf-9580-410b-b914-53b639a07b3a,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,67503b7f-39d8-486d-b5d3-7b1786e5c813,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,7fc1aa1e-3447-4786-b5c2-8cd2254e6afb,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,9a36303c-8803-4bf8-b5f1-512625a4eca2,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,981b72cd-be29-4ea5-803f-199e9d29f7fa,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,653d66e2-8e2f-4f4d-90d7-b871d98293ac,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1e53fd08-9476-4aff-ac4b-c28f25ad9f42,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,dc59315c-5996-4c5f-a851-28954d5d3a6c,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8368034c-e800-490c-bd4b-7eb9e259955c,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,291a79d4-5afc-4937-9a58-a25674e15640,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,5b004421-92e1-407a-8917-f44033229e92,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a9d9bc8d-39ff-4230-919b-27d47751a211,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,4aab9747-a104-460d-a569-843b4eed2d26,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,83f5d050-4fad-4216-a2b5-1df5a8e55256,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,2de5e494-b427-4a4a-addb-857a6546b0c5,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,0ff061c5-5bf1-42a2-9f26-c0c679af8133,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,6f6f2b27-124d-4cd4-9e33-b582c12917f3,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,6bc8b039-ed4c-409a-a901-6aee415dcd52,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,61a79679-1bf6-48ca-a34b-bd07a572d2e9,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,00d1238c-7c9c-46a6-bddc-9ffdb2d17e0f,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,9109382f-347f-4e54-8c8c-f0e1c446c7fc,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,31c7b204-76d8-4f80-a80c-18e63c0691ed,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,d7d01919-e3a5-4945-91ab-976d3255c9ee,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,35976595-b9d9-4489-a927-1b5899263868,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,2fcda2a4-5b04-46bd-8458-65e18d3d6340,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,9ee2805d-415d-4d5b-86c2-e9d02891e7e2,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a4a9dee5-2d1c-4de4-9cff-5030404e935a,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,7d96ae89-5b84-4463-bc17-2b2b389c86c4,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,d615d285-c998-4da4-9a70-c00ff108f99d,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8c5a3bfd-0437-41cc-ac86-3660f5259f3d,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,3d57877d-ab71-40ff-b271-10a5b4518f99
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,cb5743fa-cc14-48d6-808d-6ae233f354b4,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,eb08d06c-4d96-4426-8405-2a0670738356,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,6f799e52-c605-48d2-a69c-fc6e235b1bb3
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,59a66b85-bf53-4ff1-a56f-807b1bb5bf3a,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,828d7a45-f4a8-41a1-bd55-5cade15b9d90,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,d491b87d-9797-484e-8fa4-30b8805fa3fd,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a4c7b2b5-a13d-4799-8546-c2d66d2a43de,258a83c7-64a7-442c-a298-57767eb97c5c,to Tower Acres,0,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,a54a93cd-8c05-4586-af31-b9031ac95acb,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,ee00dd42-aeca-4bf3-a1cd-b58ae963a673
15C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,eb3049ce-737a-4e89-bb23-f09b3eaa6569,3ebeeaf7-686b-4d6c-a770-f9649862fc10,to Campus and PMU,1,3d57877d-ab71-40ff-b271-10a5b4518f99
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,55683d9e-3249-431f-a22f-e5a4a292ed45,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,69f97059-06cb-492e-a485-985e35261cf5,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,02ba1eea-ef13-4f5a-97e8-69efbe50c5eb,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1c8013c3-d7fa-455e-a5d0-1128cf8794d5,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,db37dbed-0f91-4e03-91fe-c7f70b1c961a,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,5afb7bd8-fac4-4316-bc9d-fc67f9dd7839,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,25f9f34c-950c-4356-8002-2646ca363806,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,fc1cff94-034d-430c-a10f-91e979b85f32,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,fb778460-e00e-4c06-a349-9174bf48518a,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,058ce2b8-343e-41d5-a2db-45cd09eeb118,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,608132cf-6db9-4bed-a86b-1373578a0ab2,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,429be1cd-4c3f-4ce9-a754-3c608d11e75a,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,24605173-fef7-43bb-9326-b4e5704b7089,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,1480eab4-7bfb-467e-a958-04e2b32aefe8,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,6c66d472-1f59-4a6d-be66-4881d3dfea46,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,f87e2d5e-020e-432f-a991-8c1461570a20,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,e9deaf1a-5927-473c-9399-921c995bd51d,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,f1543f44-8d96-4fb5-823b-60c2b3a3c47a,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8d708e96-1f07-4b01-aefc-a47aa05acfee,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,104d9af1-67e7-4756-a931-3a04251a1132,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,32d97ceb-3f09-4cc0-a7fc-ee370aeb8262,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,20b3e716-f0a8-4f8a-88fc-90c8b9985cb4,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,0b5a37f5-61b0-4dad-8289-44aefa2a6f3c,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,fef702ed-830e-4b34-88dc-94d4d5b7d54b,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,3b23f89d-c427-479c-b203-50b66e7dfdd4,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,7807d83a-f068-4f32-bb5e-6bf420507007,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,dd23612c-65a9-482b-a14f-f30795a941a2,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,6bc2385a-3dd8-4e9c-bcfe-9ef2bca620b2,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,fb9e3f4e-3fd6-4f8e-bcf0-26cebfafd422,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,21e0df01-eda6-44e2-84c5-4f4be017f245,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,862a38ea-7fda-471e-ac90-e83b332e374a,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,4234976e-7f74-4b9b-b9dd-b41c504b5aa3,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,04b133aa-b5c2-4256-a8db-a1b6b40abdea
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,36fc6c4a-8adb-465b-a99d-c3d2b83a490e,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,7f404cba-6a83-4564-a795-43495d6e922c,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,057c36a0-675e-480d-9722-5e5a8d37f4d3,f567de65-b4a3-4adf-9861-43aa7b0b44e6,to Purdue Airport,0,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,ded8b2b9-2477-48a4-a5e7-5badf0c56c77,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,190832f4-8edd-4bb8-898d-7aebef7ea469,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,f1edff4e-4db8-4f77-a98d-42eefda5881d
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,816ee3cb-522c-4fcd-bdf6-5fdf8daed7c5,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,9599e590-909f-4401-a113-3529a4728429,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
16C,5bb4b9de-24ab-4fc0-a1c5-55a5bd397c09,8939d8eb-6bff-47d6-bd0c-c769affc738c,5c8171d9-7453-4735-9fbe-1385efdc8f25,to Purdue Campus University Hall,1,51eef933-21b1-489e-a27f-c6d47f3f355c
